index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,timestamp,Air temperature [K]_roll_mean,Process temperature [K]_roll_mean,Rotational speed [rpm]_roll_mean,Torque [Nm]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_std,Air temperature [K]_roll_var,Process temperature [K]_roll_var,Rotational speed [rpm]_roll_var,Torque [Nm]_roll_var,Air temperature [K]_lag_1,Air temperature [K]_lag_5,Process temperature [K]_lag_1,Process temperature [K]_lag_5,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_5,Torque [Nm]_lag_1,Torque [Nm]_lag_5,Air temperature [K]_change,Process temperature [K]_change,Rotational speed [rpm]_change,Torque [Nm]_change
5941,1,300.6,310.7,1438,48.5,78,1,2025-01-04 22:14:00,300.54,310.51,1497.4,44.36,0.05163977805591025,0.0875595036858525,106.31420935655828,9.197849990320838,0.0026666666776636702,0.007666666685712816,11302.711111110104,84.60044444444505,300.6,300.5,310.6,310.4,1427.0,1548.0,52.8,37.3,0.0,0.0999999999999659,11.0,-4.299999999999997
5942,1,300.7,310.7,1450,43.4,80,0,2025-01-04 22:15:00,300.56,310.53,1490.9,45.04,0.0699205899568305,0.10593499063727592,107.10270252840407,8.803307459257727,0.004888888899911226,0.011222222241319737,11470.98888888781,77.49822222222274,300.6,300.6,310.7,310.5,1438.0,1462.0,48.5,41.3,0.0999999999999659,0.0,12.0,-5.100000000000001
5943,1,300.7,310.7,1541,41.3,82,0,2025-01-04 22:16:00,300.58000000000004,310.55,1507.7,44.43,0.07888106384468754,0.11785113027899999,99.45747276543877,8.832899360408886,0.006222222233269671,0.013888888908037827,9891.788888887993,78.0201111111117,300.7,300.5,310.7,310.4,1450.0,1702.0,43.4,33.1,0.0,0.0,91.0,-2.1000000000000014
5944,2,300.7,310.6,1484,38.0,84,0,2025-01-04 22:17:00,300.59000000000003,310.56,1510.7,43.11,0.08755950364025085,0.11737877915940902,98.10091176379568,8.693988983455478,0.007666666677727103,0.013777777796953312,9623.788888888026,75.58544444444523,300.7,300.5,310.7,310.5,1541.0,1409.0,41.3,60.9,0.0,-0.0999999999999659,-57.0,-3.299999999999997
5945,2,300.8,310.8,1415,44.5,87,0,2025-01-04 22:18:00,300.62,310.59000000000003,1487.6,44.11,0.10327955595260123,0.13703203201088482,89.523677811447,8.151816430165228,0.010666666677766489,0.018777777797032158,8014.488888887768,66.45211111111176,300.7,300.6,310.6,310.6,1484.0,1427.0,38.0,52.8,0.10000000000002274,0.19999999999998863,-69.0,6.5
5946,1,300.7,310.8,1496,46.4,90,0,2025-01-04 22:19:00,300.64,310.63,1482.4,45.019999999999996,0.09660917836550685,0.13374935105728533,87.10300415790579,7.8078023654405015,0.009333333344458317,0.017888888908244954,7586.933333332152,60.96177777777829,300.8,300.6,310.8,310.7,1415.0,1438.0,44.5,48.5,-0.10000000000002274,0.0,81.0,1.8999999999999986
5947,2,300.7,310.8,1465,45.2,92,0,2025-01-04 22:20:00,300.65,310.65999999999997,1482.7,45.410000000000004,0.09718253163805865,0.1349897116140844,87.03007143127112,7.697972315991935,0.009444444455582271,0.018222222241653676,7574.233333332155,59.25877777777823,300.7,300.7,310.8,310.7,1496.0,1450.0,46.4,43.4,0.0,0.0,-31.0,-1.1999999999999957
5949,2,300.7,310.8,1506,44.0,97,0,2025-01-04 22:21:00,300.67,310.7,1463.1,46.5,0.08232726030266034,0.10540925543157567,43.17522437693412,6.4282363228355655,0.006777777788941993,0.011111111130639166,1864.0999999986063,41.32222222222251,300.7,300.7,310.8,310.7,1465.0,1541.0,45.2,41.3,0.0,0.0,41.0,-1.2000000000000028
5950,1,300.7,310.8,1689,28.9,100,0,2025-01-04 22:22:00,300.69,310.73,1491.1,43.3,0.056764621318335436,0.0823272603538935,79.61078933019508,6.4282363228356,0.0032222222334140215,0.006777777797377764,6337.877777776702,41.32222222222296,300.7,300.7,310.8,310.6,1506.0,1484.0,44.0,38.0,0.0,0.0,183.0,-15.100000000000001
5951,1,300.7,310.9,1650,29.4,102,0,2025-01-04 22:23:00,300.7,310.76,1513.4,40.959999999999994,0.04714045219796273,0.084327404387785,90.19016945690836,6.8321462383517,0.0022222222334284092,0.007111111130781019,8134.266666665846,46.67822222222328,300.7,300.8,310.8,310.8,1689.0,1415.0,28.9,44.5,0.0,0.0999999999999659,-39.0,0.5
5952,1,300.7,310.8,1563,33.8,104,0,2025-01-04 22:24:00,300.71,310.77,1525.9,39.489999999999995,0.031622776779097944,0.08232726035445749,87.19129671143529,6.6073107657773145,0.0010000000112206562,0.006777777797470629,7602.3222222215445,43.6565555555568,300.7,300.7,310.9,310.8,1650.0,1496.0,29.4,46.4,0.0,-0.0999999999999659,-87.0,4.399999999999999
5953,2,300.7,310.9,1486,38.9,106,0,2025-01-04 22:25:00,300.71,310.79,1529.5,39.04,0.031622776779097944,0.08755950368980513,84.40806965108007,6.463091795383758,0.0010000000112206562,0.007666666686404997,7124.722222221585,41.77155555555685,300.7,300.7,310.8,310.8,1563.0,1465.0,33.8,45.2,0.0,0.0999999999999659,-77.0,5.100000000000001
5954,1,300.8,310.9,1732,25.7,109,0,2025-01-04 22:26:00,300.71999999999997,310.81,1548.6,37.480000000000004,0.0421637022688153,0.08755950369007165,106.11754488930148,7.633668114929437,0.0017777777890133004,0.0076666666864516715,11260.933333332914,58.27288888889034,300.7,300.7,310.9,310.8,1486.0,1506.0,38.9,44.0,0.10000000000002274,0.0,246.0,-13.2
5955,1,300.7,310.8,1653,31.6,111,0,2025-01-04 22:27:00,300.71999999999997,310.83000000000004,1565.5,36.839999999999996,0.0421637022688153,0.048304589359268076,108.12467084085951,7.850435232096044,0.0017777777890133004,0.0023333333531675143,11690.944444444214,61.62933333333486,300.8,300.7,310.9,310.8,1732.0,1689.0,25.7,28.9,-0.10000000000002274,-0.0999999999999659,-79.0,5.900000000000002
5956,1,300.7,310.9,1535,37.1,113,0,2025-01-04 22:28:00,300.7099999999999,310.84,1577.5,36.1,0.031622776779097944,0.0516397781417095,95.4861828282554,7.383013537092458,0.0010000000112206562,0.0026666666865249786,9117.611111111015,54.50888888889049,300.7,300.7,310.8,310.9,1653.0,1650.0,31.6,29.4,0.0,0.0999999999999659,-118.0,5.5
5957,1,300.7,310.9,1637,37.2,115,0,2025-01-04 22:29:00,300.71,310.85,1591.6,35.18,0.031622776779097944,0.052704627858095175,92.47726447319096,6.474188065781902,0.0010000000112206562,0.002777777797660302,8552.044444444506,41.91511111111281,300.7,300.7,310.9,310.8,1535.0,1563.0,37.1,33.8,0.0,0.0,102.0,0.10000000000000142
5958,1,300.6,310.8,1533,38.5,117,0,2025-01-04 22:30:00,300.7,310.85,1598.4,34.510000000000005,0.0471404521979567,0.052704627858095175,84.26967294215586,5.611189218378418,0.0022222222334278407,0.002777777797660302,7101.377777777915,31.4854444444462,300.7,300.7,310.9,310.9,1637.0,1486.0,37.2,38.9,-0.0999999999999659,-0.0999999999999659,-104.0,1.2999999999999972
5959,1,300.6,310.8,1378,51.2,119,0,2025-01-04 22:31:00,300.68999999999994,310.84999999999997,1585.6,35.230000000000004,0.056764621318330426,0.052704627858095175,106.62103190480026,7.200933581449432,0.0032222222334134533,0.002777777797660302,11368.044444444437,51.85344444444614,300.6,300.8,310.8,310.9,1533.0,1732.0,38.5,25.7,0.0,0.0,-155.0,12.700000000000003
5960,1,300.5,310.7,1606,33.5,121,0,2025-01-04 22:32:00,300.66999999999996,310.84000000000003,1577.3,35.69,0.08232726030265688,0.06992059002001613,100.74616066574839,6.891935706155378,0.006777777788941425,0.004888888908747179,10149.788888888788,47.49877777777943,300.6,300.7,310.8,310.8,1378.0,1653.0,51.2,31.6,-0.10000000000002274,-0.10000000000002274,228.0,-17.700000000000003
5961,1,300.3,310.7,1539,32.3,123,0,2025-01-04 22:33:00,300.63,310.82,1566.2,35.980000000000004,0.1418136492803913,0.0788810639002328,97.92151051848616,6.654789419825683,0.02011111112222183,0.006222222242032612,9588.622222221997,44.28622222222385,300.5,300.7,310.7,310.9,1606.0,1535.0,33.5,37.1,-0.19999999999998863,0.0,-67.0,-1.2000000000000028
5962,1,300.5,310.8,1728,26.3,125,0,2025-01-04 22:34:00,300.61,310.82,1582.7,35.230000000000004,0.1449137675001433,0.0788810639002328,110.4254902134867,7.317414540365828,0.02100000001108559,0.006222222242032612,12193.788888888846,53.544555555557245,300.3,300.7,310.7,310.9,1539.0,1637.0,32.3,37.2,0.19999999999998863,0.10000000000002274,189.0,-5.9999999999999964
5963,0,300.4,310.7,1656,36.3,127,0,2025-01-04 22:35:00,300.58000000000004,310.8,1599.7,34.970000000000006,0.1549193338839631,0.08164965821378871,106.9143478574224,7.218040669815654,0.02400000001105083,0.006666666686428515,11430.677777777923,52.10011111111282,300.5,300.6,310.8,310.8,1728.0,1533.0,26.3,38.5,-0.10000000000002274,-0.10000000000002274,-72.0,9.999999999999996
5964,0,300.5,310.8,1631,30.5,132,0,2025-01-04 22:36:00,300.55,310.79,1589.6,35.45,0.13540064011794306,0.07378647887100899,97.3723666025316,6.672039501615138,0.01833333334434873,0.005444444464181856,9481.37777777781,44.51611111111277,300.4,300.6,310.7,310.8,1656.0,1378.0,36.3,51.2,0.10000000000002274,0.10000000000002274,-25.0,-5.799999999999997
5965,0,300.5,310.9,1447,46.5,137,0,2025-01-04 22:37:00,300.53000000000003,310.8,1569.0,36.94,0.12516655574737437,0.08164965821378871,104.03204634470322,7.346382329645991,0.015666666677660576,0.006666666686428515,10822.666666666479,53.96933333333486,300.5,300.5,310.8,310.7,1631.0,1606.0,30.5,33.5,0.0,0.0999999999999659,-184.0,16.0
5966,1,300.4,310.8,1396,49.3,142,0,2025-01-04 22:38:00,300.5,310.79,1555.1,38.16,0.11547005388539058,0.07378647887100899,117.4946334471858,8.323887980451955,0.013333333344295005,0.005444444464181856,13804.988888888553,69.28711111111254,300.5,300.3,310.9,310.7,1447.0,1539.0,46.5,32.3,-0.10000000000002274,-0.0999999999999659,-51.0,2.799999999999997
5967,1,300.4,310.8,1390,52.5,144,0,2025-01-04 22:39:00,300.46999999999997,310.78000000000003,1530.4,39.69,0.09486832986264536,0.06324555335921297,124.13899020407844,9.456855244271871,0.009000000010927689,0.004000000019713055,15410.488888888283,89.4321111111124,300.4,300.5,310.8,310.8,1396.0,1728.0,49.3,26.3,0.0,0.0,-6.0,3.200000000000003
5968,1,300.4,310.8,1348,56.0,146,0,2025-01-04 22:40:00,300.45,310.78,1511.9,41.44,0.08498365862402898,0.06324555335921297,136.84334108753407,10.743804416189569,0.007222222233125495,0.004000000019713055,18726.09999999919,115.42933333333447,300.4,300.4,310.8,310.7,1390.0,1656.0,52.5,36.3,0.0,0.0,-42.0,3.5
5969,2,300.4,310.8,1491,35.9,148,0,2025-01-04 22:41:00,300.43,310.78000000000003,1523.2,39.910000000000004,0.06749485585165244,0.06324555335921297,128.99853573673437,10.278829375630991,0.004555555566435341,0.004000000019713055,16640.622222221537,105.65433333333459,300.4,300.5,310.8,310.8,1348.0,1631.0,56.0,30.5,0.0,0.0,143.0,-20.1
5970,1,300.4,310.8,1520,37.6,151,0,2025-01-04 22:42:00,300.41999999999996,310.79,1514.6,40.32,0.06324555328929117,0.05676462139360999,125.68938786636461,10.074478205401624,0.00400000001086857,0.0032222222419598856,15797.822222221443,101.49511111111234,300.4,300.5,310.8,310.9,1491.0,1447.0,35.9,46.5,0.0,0.0,29.0,1.7000000000000028
5971,1,300.5,310.8,1509,33.0,153,0,2025-01-04 22:43:00,300.43999999999994,310.8,1511.6,40.39,0.0516397780548871,0.047140452288713164,125.39998227892517,10.014816800898396,0.0026666666775579996,0.0022222222419844423,15725.155555554744,100.29655555555678,300.4,300.4,310.8,310.8,1520.0,1396.0,37.6,49.3,0.10000000000002274,0.0,-11.0,-4.600000000000001
5972,1,300.5,310.8,1445,46.6,155,0,2025-01-04 22:44:00,300.43999999999994,310.8,1483.3,42.42,0.0516397780548871,0.047140452288713164,100.62256208226306,8.828589921386147,0.0026666666775579996,0.0022222222419844423,10124.899999998883,77.94400000000105,300.5,300.4,310.8,310.8,1509.0,1390.0,33.0,52.5,0.0,0.0,-64.0,13.600000000000001
5973,1,300.5,310.8,1354,51.8,157,0,2025-01-04 22:45:00,300.45,310.81000000000006,1453.1,43.97,0.05270462777290265,0.03162277691454048,87.49406329065805,8.993831219230263,0.0027777777886802213,0.0010000000197867946,7655.2111111096765,80.8890000000009,300.5,300.4,310.8,310.8,1445.0,1348.0,46.6,56.0,0.0,0.0,-91.0,5.199999999999996
5974,1,300.5,310.7,1488,39.4,159,0,2025-01-04 22:46:00,300.45,310.8,1438.8,44.86,0.05270462777290265,0.04714045228872664,63.61481308974241,7.884753219558248,0.0027777777886802213,0.0022222222419857125,4046.844444442863,62.16933333333415,300.5,300.4,310.8,310.8,1354.0,1491.0,51.8,35.9,0.0,-0.10000000000002274,134.0,-12.399999999999999
5975,0,300.5,310.7,1654,28.6,161,0,2025-01-04 22:47:00,300.45,310.78000000000003,1459.5,43.07000000000001,0.05270462777290265,0.042163702369391404,93.32172546863393,9.364121836978562,0.0027777777886802213,0.0017777777974946226,8708.94444444308,87.68677777777877,300.5,300.4,310.7,310.8,1488.0,1520.0,39.4,37.6,0.0,0.0,166.0,-10.799999999999997
5976,0,300.5,310.6,1378,51.5,166,0,2025-01-04 22:48:00,300.46000000000004,310.76000000000005,1457.7,43.290000000000006,0.051639778055107256,0.06992059001867032,94.8437896988678,9.550735864610461,0.002666666677580737,0.004888888908558979,8995.34444444306,91.21655555555654,300.5,300.5,310.7,310.8,1654.0,1509.0,28.6,33.0,0.0,-0.0999999999999659,-276.0,22.9
5977,1,300.6,310.7,1750,30.6,171,0,2025-01-04 22:49:00,300.48,310.75,1493.7,41.1,0.06324555328984309,0.07071067825758069,128.60538264179863,9.713678785895524,0.004000000010938382,0.005000000019647094,16539.34444444344,94.35555555555675,300.5,300.5,310.6,310.8,1378.0,1445.0,51.5,46.6,0.10000000000002274,0.0999999999999659,372.0,-20.9
5978,1,300.5,310.6,1448,46.3,173,0,2025-01-04 22:50:00,300.49,310.73,1503.7,40.13,0.05676462131620931,0.08232726035390309,119.5891578140166,8.464441964936558,0.0032222222331726442,0.006777777797379343,14301.566666665767,71.64677777777905,300.6,300.5,310.7,310.8,1750.0,1354.0,30.6,51.8,-0.10000000000002274,-0.0999999999999659,-302.0,15.699999999999996
5979,0,300.6,310.7,1501,45.3,175,0,2025-01-04 22:51:00,300.51,310.71999999999997,1504.7,41.07,0.05676462131643073,0.078881063898766,119.51294676495745,8.464441964936551,0.0032222222331977817,0.006222222241801204,14283.344444443554,71.64677777777895,300.5,300.5,310.6,310.7,1448.0,1488.0,46.3,39.4,0.10000000000002274,0.0999999999999659,53.0,-1.0
5980,2,300.6,310.7,1654,32.0,180,0,2025-01-04 22:52:00,300.53,310.71,1518.1,40.510000000000005,0.048304589267842445,0.0737864788697859,128.5867195492742,8.893874296390816,0.0023333333443349594,0.0054444444640013604,16534.544444443694,79.10100000000125,300.6,300.5,310.7,310.7,1501.0,1654.0,45.3,28.6,0.0,0.0,153.0,-13.299999999999997
5981,2,300.7,310.7,1347,46.5,183,0,2025-01-04 22:53:00,300.55000000000007,310.7,1501.9,41.86,0.07071067819663387,0.06666666681317765,139.5942135063038,8.648468072439252,0.005000000011027913,0.004444444463979242,19486.544444443523,74.7960000000011,300.6,300.5,310.7,310.6,1654.0,1378.0,32.0,51.5,0.0999999999999659,0.0,-307.0,14.5
5982,1,300.7,310.8,1486,37.1,186,0,2025-01-04 22:54:00,300.57,310.7,1506.0,40.91,0.08232726030199944,0.06666666681317765,138.3337349391729,8.59152683365038,0.006777777788833174,0.004444444463979242,19136.222222221342,73.81433333333453,300.7,300.6,310.7,310.7,1347.0,1750.0,46.5,30.6,0.0,0.10000000000002274,139.0,-9.399999999999999
5983,0,300.8,310.8,1466,45.2,188,0,2025-01-04 22:55:00,300.6,310.7,1517.2,40.25,0.10540925539158168,0.06666666681317765,128.87013273489845,7.886591997392448,0.011111111122207692,0.004444444463979242,16607.511111110347,62.1983333333346,300.7,300.5,310.8,310.6,1486.0,1448.0,37.1,46.3,0.10000000000002274,0.0,-20.0,8.100000000000001
5984,0,300.7,310.8,1346,52.0,193,0,2025-01-04 22:56:00,300.62,310.71,1503.0,41.510000000000005,0.10327955595271048,0.0737864788697859,139.8046255791718,8.700249038581278,0.010666666677789054,0.0054444444640013604,19545.333333332423,75.69433333333446,300.8,300.6,310.8,310.7,1466.0,1501.0,45.2,45.3,-0.10000000000002274,0.0,-120.0,6.799999999999997
5985,1,300.7,310.7,1314,42.4,198,0,2025-01-04 22:57:00,300.64,310.71000000000004,1469.0,42.89,0.09660917836562363,0.0737864788697859,140.34402176239348,7.426147498310793,0.009333333344480882,0.0054444444640013604,19696.444444443172,55.147666666667654,300.7,300.6,310.8,310.7,1346.0,1654.0,52.0,32.0,0.0,-0.10000000000002274,-32.0,-9.600000000000001
5986,1,300.6,310.7,1440,52.5,200,0,2025-01-04 22:58:00,300.65,310.71999999999997,1475.2,42.989999999999995,0.08498365862554187,0.06324555335815503,137.21175848543544,7.560489402148578,0.0072222222333826365,0.004000000019579234,18827.06666666546,57.16100000000097,300.7,300.7,310.7,310.7,1314.0,1347.0,42.4,46.5,-0.0999999999999659,0.0,126.0,10.100000000000001
5987,1,300.7,310.8,1608,39.5,202,0,2025-01-04 22:59:00,300.65999999999997,310.73,1461.0,43.88,0.0843274043374099,0.067494855916265,110.32678731839627,6.3700340135147,0.007111111122285019,0.0045555555751573724,12171.999999998643,40.5773333333342,300.6,300.7,310.7,310.8,1440.0,1486.0,52.5,37.1,0.0999999999999659,0.10000000000002274,168.0,-13.0
5988,0,300.7,310.8,1296,58.2,204,0,2025-01-04 23:00:00,300.67999999999995,310.75,1445.8,45.07,0.06324555329191393,0.052704627855864085,122.15363732247025,7.819072124548387,0.0040000000112003255,0.0027777777974251246,14921.511111109598,61.13788888888962,300.7,300.8,310.8,310.8,1608.0,1466.0,39.5,45.2,0.0,0.0,-312.0,18.700000000000003
5989,1,300.7,310.7,1507,46.1,209,0,2025-01-04 23:01:00,300.69,310.75,1446.4,45.15,0.056764621318536546,0.052704627855864085,122.46922515926035,7.825776496794327,0.0032222222334368535,0.0027777777974251246,14998.711111109607,61.24277777777849,300.7,300.7,310.8,310.8,1296.0,1346.0,58.2,52.0,0.0,-0.10000000000002274,211.0,-12.100000000000001
5990,2,300.7,310.7,1343,51.6,211,0,2025-01-04 23:02:00,300.7,310.75,1415.3,47.11,0.0471404521982049,0.052704627855864085,101.60386038159481,6.510239797597528,0.0022222222334512412,0.0027777777974251246,10323.344444442613,42.3832222222227,300.7,300.7,310.7,310.7,1507.0,1314.0,46.1,42.4,0.0,0.0,-164.0,5.5
5991,1,300.7,310.7,1416,40.4,214,0,2025-01-04 23:03:00,300.7,310.75,1422.2,46.5,0.0471404521982049,0.052704627855864085,98.75311528137237,6.850628519421533,0.0022222222334512412,0.0027777777974251246,9752.177777776022,46.93111111111167,300.7,300.6,310.7,310.7,1343.0,1440.0,51.6,52.5,0.0,0.0,73.0,-11.200000000000003
5992,1,300.7,310.6,1288,47.2,216,0,2025-01-04 23:04:00,300.7,310.73,1402.4,47.510000000000005,0.0471404521982049,0.067494855916265,104.23712283911047,6.002860429273178,0.0022222222334512412,0.0045555555751573724,10865.377777775804,36.03433333333376,300.7,300.7,310.7,310.8,1416.0,1608.0,40.4,39.5,0.0,-0.0999999999999659,-128.0,6.800000000000004
5993,2,300.7,310.6,1407,42.4,218,0,2025-01-04 23:05:00,300.68999999999994,310.71,1396.5,47.23,0.03162277677900246,0.07378647886978204,101.88037647706783,6.185116544307563,0.0010000000112146171,0.0054444444640007915,10379.611111109074,38.25566666666714,300.7,300.7,310.6,310.8,1288.0,1296.0,47.2,58.2,0.0,0.0,119.0,-4.800000000000004
5994,1,300.6,310.4,1608,39.2,221,0,2025-01-04 23:06:00,300.68,310.66999999999996,1422.7,45.95,0.04216370226839774,0.11595018095679625,119.59844852207381,6.408718020530103,0.0017777777889780885,0.013444444463913796,14303.78888888714,41.071666666667284,300.7,300.7,310.6,310.7,1407.0,1507.0,42.4,46.1,-0.0999999999999659,-0.20000000000004547,201.0,-3.1999999999999957
5996,2,300.5,310.2,1386,48.2,225,0,2025-01-04 23:07:00,300.66,310.62,1429.9,46.53,0.06992058995789811,0.1873795910190574,114.38089389791995,6.313486446577015,0.004888888900060523,0.03511111113046922,13082.98888888722,39.86011111111166,300.6,300.7,310.4,310.7,1608.0,1343.0,39.2,51.6,-0.10000000000002274,-0.19999999999998863,-222.0,9.0
5997,2,300.5,310.2,1571,34.6,228,0,2025-01-04 23:08:00,300.65,310.57,1443.0,44.74,0.08498365862552544,0.22632326933276603,122.85402358534938,6.939292311019803,0.007222222233379844,0.05122222224147175,15093.111111109582,48.15377777777855,300.5,300.7,310.2,310.7,1386.0,1416.0,48.2,40.4,0.0,0.0,185.0,-13.600000000000001
5998,2,300.4,310.2,1613,36.9,231,0,2025-01-04 23:09:00,300.62,310.51,1443.5,44.480000000000004,0.11352924248845882,0.23781411979668962,123.60802742719795,7.201203603102341,0.012888888900003283,0.05655555557467424,15278.944444442921,51.85733333333414,300.5,300.7,310.2,310.6,1571.0,1288.0,34.6,47.2,-0.10000000000002274,0.0,42.0,2.299999999999997
5999,2,300.4,310.2,1671,30.5,234,1,2025-01-04 23:10:00,300.59000000000003,310.45,1481.0,41.71,0.12866839381380715,0.23213980466063225,130.5747976363611,6.643200366623926,0.01655555556662497,0.0538888889078765,17049.77777777665,44.132111111112266,300.4,300.7,310.2,310.6,1613.0,1407.0,36.9,42.4,0.0,0.0,58.0,-6.399999999999999
6000,0,300.4,310.2,1431,43.2,0,0,2025-01-04 23:11:00,300.56,310.4,1473.4,41.42,0.13498971158293843,0.22607766614593108,131.10402994059893,6.491841033173964,0.018222222233244906,0.05111111112999107,17188.26666666546,42.1440000000012,300.4,300.6,310.2,310.4,1671.0,1608.0,30.5,39.2,0.0,0.0,-240.0,12.700000000000003
6001,2,300.4,310.2,1380,47.3,5,0,2025-01-04 23:12:00,300.53000000000003,310.35,1477.1,40.99,0.13374935102595453,0.20682789414523178,127.48721068753414,5.853669314579164,0.017888888899864,0.0427777777965512,16252.988888887721,34.26544444444569,300.4,300.5,310.2,310.2,1431.0,1386.0,43.2,48.2,0.0,0.0,-51.0,4.099999999999994
6002,1,300.5,310.3,1683,31.5,8,0,2025-01-04 23:13:00,300.51000000000005,310.31,1503.8,40.1,0.11972190001949276,0.16633299938784438,140.5582520602093,6.584324819853186,0.01433333334427742,0.02766666668535664,19756.62222222133,43.35333333333469,300.4,300.5,310.2,310.2,1380.0,1571.0,47.3,34.6,0.10000000000002274,0.10000000000002274,303.0,-15.799999999999997
6003,1,300.4,310.2,1529,36.2,10,0,2025-01-04 23:14:00,300.47999999999996,310.27000000000004,1527.9,39.0,0.10327955595163293,0.1337493510544669,118.35300306005205,6.172339732854898,0.010666666677566479,0.017888888907491025,14007.433333332689,38.09777777777927,300.5,300.4,310.3,310.2,1683.0,1613.0,31.5,36.9,-0.10000000000002274,-0.10000000000002274,-154.0,4.700000000000003
6004,1,300.5,310.4,1761,26.5,12,0,2025-01-04 23:15:00,300.46,310.25,1563.3,37.410000000000004,0.06992058995574976,0.08498365866905355,130.49227307903354,7.166968985871652,0.004888888899760095,0.0072222222407782016,17028.233333333064,51.365444444446126,300.4,300.4,310.2,310.2,1529.0,1671.0,36.2,30.5,0.10000000000002274,0.19999999999998863,232.0,-9.700000000000003
6005,1,300.6,310.5,1570,38.3,14,0,2025-01-04 23:16:00,300.46000000000004,310.26000000000005,1559.5,37.32,0.06992058995574976,0.1074967700637335,129.59616763880928,7.147618095872647,0.004888888899760095,0.01155555557413519,16795.16666666636,51.08844444444613,300.5,300.4,310.4,310.2,1761.0,1431.0,26.5,43.2,0.10000000000002274,0.10000000000002274,-191.0,11.799999999999997
6007,2,300.7,310.6,1349,54.5,19,0,2025-01-04 23:17:00,300.48,310.3,1555.8,37.95,0.10327955595163293,0.1490711985626147,135.49399330679526,8.38388003518932,0.010666666677566479,0.0222222222408945,18358.62222222188,70.28944444444606,300.6,300.4,310.5,310.2,1570.0,1380.0,38.3,47.3,0.0999999999999659,0.10000000000002274,-221.0,16.200000000000003
6008,1,300.7,310.7,1431,39.3,22,0,2025-01-04 23:18:00,300.5,310.35,1541.8,38.42,0.12472191293628065,0.19002923756594337,140.8748853888898,8.306597110463292,0.01555555556648517,0.036111111129893736,19845.73333333284,68.99955555555712,300.7,300.5,310.6,310.3,1349.0,1683.0,54.5,31.5,0.0,0.0999999999999659,82.0,-15.200000000000003
6010,0,300.7,310.7,1428,43.4,26,0,2025-01-04 23:19:00,300.53000000000003,310.4,1523.3,39.07,0.13374935102594532,0.21081851072270574,142.62230618743175,8.427870430897801,0.017888888899861538,0.044444444463339595,20341.12222222153,71.02900000000149,300.7,300.4,310.7,310.2,1431.0,1529.0,39.3,36.2,0.0,0.0,-3.0,4.100000000000001
6011,1,300.8,310.8,1564,36.2,31,0,2025-01-04 23:20:00,300.57,310.46,1512.6,39.64,0.14944341184663334,0.2319003617867196,134.0673131096601,7.963834922113095,0.02233333334436247,0.05377777779681145,17974.044444443636,63.42266666666808,300.7,300.5,310.7,310.4,1428.0,1761.0,43.4,26.5,0.10000000000002274,0.10000000000002274,136.0,-7.199999999999996
6012,0,300.8,310.9,1425,44.0,33,0,2025-01-04 23:21:00,300.61,310.53000000000003,1512.0,39.72,0.15238839271187588,0.24966644418609008,134.4858522092329,8.007468735846363,0.023222222233308908,0.06233333335252603,18086.44444444363,64.11955555555694,300.8,300.6,310.8,310.5,1564.0,1570.0,36.2,38.3,0.0,0.0999999999999659,-139.0,7.799999999999997
6013,1,300.7,310.8,1597,30.5,38,0,2025-01-04 23:22:00,300.64,310.59,1533.7,38.04,0.134989711583337,0.2330951165354266,128.1796048952817,8.002805063781727,0.01822222223335251,0.05433333335266412,16430.011111110525,64.04488888889045,300.8,300.7,310.9,310.6,1425.0,1349.0,44.0,54.5,-0.10000000000002274,-0.0999999999999659,172.0,-13.5
6014,0,300.8,310.8,1618,32.8,40,0,2025-01-04 23:23:00,300.66999999999996,310.64,1527.2,38.17,0.13374935102671237,0.21705094132612918,121.22687637465094,7.894590271543996,0.017888888900066725,0.04711111113055877,14695.955555554903,62.32455555555711,300.7,300.7,310.8,310.7,1597.0,1431.0,30.5,39.3,0.10000000000002274,0.0,21.0,2.299999999999997
6015,2,300.8,310.8,1520,38.0,45,0,2025-01-04 23:24:00,300.71000000000004,310.7,1526.3,38.35,0.09944289265769435,0.1563471920567482,121.24543519471113,7.8651481585255025,0.009888888900129721,0.024444444464029713,14700.455555554896,61.8605555555571,300.8,300.7,310.8,310.7,1618.0,1428.0,32.8,43.4,0.0,0.0,-98.0,5.200000000000003
6016,1,300.7,310.7,1425,45.3,48,0,2025-01-04 23:25:00,300.73,310.73,1492.7,40.230000000000004,0.06749485585455847,0.11595018095758385,92.0097217085666,6.906365823563809,0.004555555566827626,0.013444444464096438,8465.788888887873,47.69788888889022,300.8,300.8,310.8,310.8,1520.0,1564.0,38.0,36.2,-0.10000000000002274,-0.10000000000002274,-95.0,7.299999999999997
6017,1,300.8,310.9,1398,38.2,50,0,2025-01-04 23:26:00,300.75,310.77000000000004,1475.5,40.22,0.05270462777672733,0.09486832990908926,92.03049011664511,6.909542515809502,0.002777777789083378,0.0090000000197398,8469.611111109913,47.741777777779106,300.7,300.8,310.7,310.9,1425.0,1425.0,45.3,44.0,0.10000000000002274,0.19999999999998863,-27.0,-7.099999999999994
